domain,agency,result,robots_txt,plain_fetch_status,plain_fetch_host,block_style,headless_browser,lighthouse,platform,server_header,cloudflare,last_audit
clarkecounty.iowa.gov,"Clarke County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
decaturcountyiowa.gov,"Decatur County, IA",blocks basic request,allowed,403,bare,denied-403,ok or not needed,failed,Cloudflare (other sites),cloudflare,yes,2026-07-25
madisoncounty.iowa.gov,"Madison County, IA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
vanburencounty.iowa.gov,"Van Buren County, IA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
hancockcounty-il.gov,"Hancock County, IL",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Other,nginx,,2026-08-24
leecounty.org,"Lee County, IA",blocks basic request and headless browser,allowed,403,bare,cloudflare-challenge,blocked (403),ok,Cloudflare (other sites),cloudflare,yes,2026-08-24
desmoinescounty.iowa.gov,"Des Moines County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
appanoosecounty.iowa.gov,"Appanoose County, IA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
daviscountyiowa.gov,"Davis County, IA",open,allowed,200,bare,,ok or not needed,ok,,LiteSpeed,,2026-08-19
henrycounty.iowa.gov,"Henry County, IA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
jeffersoncounty.iowa.gov,"Jefferson County, IA",blocks everything,allowed,403,bare,denied-403,not reached,403,Unknown platform on Google Cloud,nginx,,2026-09-13
lucascounty.iowa.gov,"Lucas County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-09-11
monroecounty.iowa.gov,"Monroe County, IA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
wapellocounty.org,"Wapello County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
waynecounty.iowa.gov,"Wayne County, IA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-11
louisacountyia.gov,"Louisa County, IA",open,allowed,200,bare,,ok or not needed,ok,,Flywheel,,2026-08-18
mercercountyil.org,"Mercer County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
dickinsoncountyiowa.gov,"Dickinson County, IA",blocks everything,allowed,403,bare,denied-403,not reached,403,Cloudflare (other sites),cloudflare,yes,2026-09-11
emmetcountyia.gov,"Emmet County, IA",blocks basic request,allowed,403,bare,denied-403,ok or not needed,ok,Cloudflare (other sites),cloudflare,yes,2026-08-18
iowacounty.iowa.gov,"Iowa County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
johnsoncountyiowa.gov,"Johnson County, IA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
keokukcounty.iowa.gov,"Keokuk County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
kossuthcounty.iowa.gov,"Kossuth County, IA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
mahaskacountyia.gov,"Mahaska County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
poweshiekcountyiowa.gov,"Poweshiek County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
washingtoncounty.iowa.gov,"Washington County, IA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-13
muscatinecountyiowa.gov,"Muscatine County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-09-11
carrollcountyil.gov,"Carroll County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-11
cedarcounty.iowa.gov,"Cedar County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-09-11
clintoncounty-ia.gov,"Clinton County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
jacksoncounty.iowa.gov,"Jackson County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
jodaviesscountyil.gov,"Jo Daviess County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
scottcountyiowa.gov,"Scott County, IA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
allamakeecounty.iowa.gov,"Allamakee County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
claytoncountyia.gov,"Clayton County, IA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
crawfordcountywi.gov,"Crawford County, WI",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
co.fillmore.mn.us,"Fillmore County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.grant.wi.gov,"Grant County, WI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-11
hocomn.gov,"Houston County, MN",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-09
lacrossecounty.org,"La Crosse County, WI",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Cloudflare (other sites),cloudflare,yes,2026-08-18
vernoncountywi.gov,"Vernon County, WI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
winneshiekcounty.iowa.gov,"Winneshiek County, IA",open,allowed,200,bare,,ok or not needed,failed,,Apache,,2026-09-11
bentoncountyia.gov,"Benton County, IA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
blackhawkcounty.iowa.gov,"Black Hawk County, IA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
bremercounty.iowa.gov,"Bremer County, IA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
buchanancounty.iowa.gov,"Buchanan County, IA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
butlercounty.iowa.gov,"Butler County, IA",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
cerrogordo.gov,"Cerro Gordo County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
chickasawcounty.iowa.gov,"Chickasaw County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
delawarecounty.iowa.gov,"Delaware County, IA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
fayettecounty.iowa.gov,"Fayette County, IA",open,allowed,200,bare,,ok or not needed,ok,,UNKNOWN,,2026-08-19
floydco.iowa.gov,"Floyd County, IA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-09-11
franklincountyia.gov,"Franklin County, IA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-11
grundycountyiowa.gov,"Grundy County, IA",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
hamiltoncounty.iowa.gov,"Hamilton County, IA",robots.txt exclusion,disallowed,200,bare,,ok or not needed,ok,,,,2026-08-18
hancockcountyia.gov,"Hancock County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
hardincountyia.gov,"Hardin County, IA",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Cloudflare (other sites),cloudflare,yes,2026-08-24
howardcounty.iowa.gov,"Howard County, IA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
jonescountyiowa.gov,"Jones County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-16
linncountyiowa.gov,"Linn County, IA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-17
mitchellcounty.iowa.gov,"Mitchell County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
tamacounty.iowa.gov,"Tama County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
winnebagocountyiowa.gov,"Winnebago County, IA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
worthcountyiowa.gov,"Worth County, IA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-13
wrightcounty.iowa.gov,"Wright County, IA",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,,,2026-07-19
faribaultcountymn.gov,"Faribault County, MN",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-09
freeborncountymn.gov,"Freeborn County, MN",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-11
co.jackson.mn.us,"Jackson County, MN",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,,,2026-07-19
co.martin.mn.us,"Martin County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-11
co.mower.mn.us,"Mower County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
douglascountymn.gov,"Douglas County, MN",broken or unreachable,allowed,error,www,,error,ok,,Microsoft-IIS,,2026-09-09
co.grant.mn.us,"Grant County, MN",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-19
kcmn.us,"Kandiyohi County, MN",open,allowed,200,www,,ok or not needed,ok,,Microsoft-IIS,,2026-09-09
stearnscountymn.gov,"Stearns County, MN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-17
morrisoncountymn.gov,"Morrison County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
ottertailcounty.gov,"Otter Tail County, MN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
popecountymn.gov,"Pope County, MN",blocks basic request,allowed,403,bare,denied-403,ok or not needed,ok,Unknown platform on Google Cloud,nginx,,2026-08-19
co.sherburne.mn.us,"Sherburne County, MN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
stevenscountymn.gov,"Stevens County, MN",open,allowed,200,www-http,,ok or not needed,ok,,Microsoft-IIS,,2026-09-11
swiftcounty.gov,"Swift County, MN",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,,,2026-07-19
toddcountymn.gov,"Todd County, MN",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-11
bentoncountymn.gov,"Benton County, MN",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
millelacs.mn.gov,"Mille Lacs County, MN",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
meekercountymn.gov,"Meeker County, MN",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-11
renvillecountymn.gov,"Renville County, MN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
co.aitkin.mn.us,"Aitkin County, MN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
anokacountymn.gov,"Anoka County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-11
browncountymn.gov,"Brown County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
carltoncountymn.gov,"Carlton County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
carvercountymn.gov,"Carver County, MN",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
chippewacountymn.gov,"Chippewa County, MN",open,allowed,200,www,,ok or not needed,ok,,Microsoft-IIS,,2026-09-09
chisagocountymn.gov,"Chisago County, MN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
dakotacountymn.gov,"Dakota County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-09
goodhuecountymn.gov,"Goodhue County, MN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
hennepincounty.gov,"Hennepin County, MN",blocks basic request,allowed,403,bare,denied-403,ok or not needed,ok,Other,,,2026-09-03
isanticountymn.gov,"Isanti County, MN",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-09
kanabeccounty.org,"Kanabec County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
lyoncountymn.gov,"Lyon County, MN",blocks everything,allowed,403,www,denied-403,not reached,403,Granicus govAccess (Akamai),AkamaiGHost,,2026-09-09
mcleodcountymn.gov,"McLeod County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
nicolletcountymn.gov,"Nicollet County, MN",open,allowed,200,www,,ok or not needed,ok,,Microsoft-IIS,,2026-09-09
co.pierce.wi.us,"Pierce County, WI",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-17
pinecountymn.gov,"Pine County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-12
ramseycountymn.gov,"Ramsey County, MN",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-09
redwoodcounty-mn.gov,"Redwood County, MN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-09
ricecountymn.gov,"Rice County, MN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
scottcountymn.gov,"Scott County, MN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
sibleycounty.gov,"Sibley County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
washingtoncountymn.gov,"Washington County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
wrightcountymn.gov,"Wright County, MN",open,allowed,200,www,,ok or not needed,ok,,CivicPlus,,2026-09-09
blueearthcountymn.gov,"Blue Earth County, MN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
cottonwoodcountymn.gov,"Cottonwood County, MN",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
lesueurcounty.gov,"Le Sueur County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-09
murraycountymn.com,"Murray County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
wasecacounty.gov,"Waseca County, MN",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
watonwancountymn.gov,"Watonwan County, MN",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
co.becker.mn.us,"Becker County, MN",broken or unreachable,allowed,error,bare,,ok or not needed,ok,,,,2026-08-18
beltramicountymn.gov,"Beltrami County, MN",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
casscountymn.gov,"Cass County, MN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
clearwatercountymn.gov,"Clearwater County, MN",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,,,2026-07-19
co.cook.mn.us,"Cook County, MN",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,,,2026-07-19
crowwing.gov,"Crow Wing County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
co.hubbard.mn.us,"Hubbard County, MN",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,,,2026-07-19
itascacountymn.gov,"Itasca County, MN",open,allowed,200,www,,ok or not needed,ok,,Microsoft-IIS,,2026-09-09
koochiching.gov,"Koochiching County, MN",open,allowed,200,www,,ok or not needed,ok,,Microsoft-IIS,,2026-09-10
lakecountymn.gov,"Lake County, MN",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-09-09
lotwcounty.gov,"Lake of the Woods County, MN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-09
mahnomencounty.gov,"Mahnomen County, MN",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
co.pepin.wi.us,"Pepin County, WI",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,,,2026-07-19
roseaucountymn.gov,"Roseau County, MN",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
stlouiscountymn.gov,"Saint Louis County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
wadenacounty.gov,"Wadena County, MN",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
burnettcountywi.gov,"Burnett County, WI",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
douglascountywi.gov,"Douglas County, WI",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
polkcountywi.gov,"Polk County, WI",robots.txt exclusion,disallowed,200,bare,,ok or not needed,ok,,,,2026-08-17
co.washburn.wi.us,"Washburn County, WI",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
co.adams.in.us,"Adams County, IN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
wellscounty.org,"Wells County, IN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
whitleycounty.in.gov,"Whitley County, IN",robots.txt exclusion,crawl-delay,200,bare,,ok or not needed,none,,cloudflare,yes,2026-07-19
huntington.in.us,"Huntington County, IN",robots.txt exclusion,crawl-delay,200,bare,,ok or not needed,none,,nginx,,2026-07-19
co.dekalb.in.us,"DeKalb County, IN",robots.txt exclusion,crawl-delay,200,bare,,ok or not needed,ok,,nginx,,2026-08-14
buffalocountywi.gov,"Buffalo County, WI",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
dodgecountymn.gov,"Dodge County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
olmstedcounty.gov,"Olmsted County, MN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
steelecountymn.gov,"Steele County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.trempealeau.wi.us,"Trempealeau County, WI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.wabasha.mn.us,"Wabasha County, MN",robots.txt exclusion,disallowed,200,www,,error,ok,,,,2026-09-09
winonacounty.gov,"Winona County, MN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
malheurco.org,"Malheur County, OR",blocks basic request,allowed,403,bare,denied-403,ok or not needed,ok,Other,Sucuri,,2026-08-24
bakercountyor.gov,"Baker County, OR",broken or unreachable,allowed,error,www,,ok or not needed,ok,,,,2026-09-09
barroncountywi.gov,"Barron County, WI",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,,,2026-07-19
dickinsoncountymi.gov,"Dickinson County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
dunncountywi.gov,"Dunn County, WI",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,,,2026-07-19
eauclairecounty.gov,"Eau Claire County, WI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
gogebic.gov,"Gogebic County, MI",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,,,2026-07-19
ironmi.com,"Iron County, MI",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
marinettecountywi.gov,"Marinette County, WI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.marquette.mi.us,"Marquette County, MI",robots.txt exclusion,disallowed,200,bare,,ok or not needed,ok,,,,2026-08-11
menomineecountymi.gov,"Menominee County, MI",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-09
ontonagoncounty.org,"Ontonagon County, MI",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
sccwi.gov,"Saint Croix County, WI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.columbia.wi.us,"Columbia County, WI",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
danecounty.gov,"Dane County, WI",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
greencountywi.org,"Green County, WI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
iowacountywi.gov,"Iowa County, WI",open,allowed,200,www,,ok or not needed,ok,,nginx,,2026-09-09
jeffersoncountywi.gov,"Jefferson County, WI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
kenoshacountywi.gov,"Kenosha County, WI",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-09
lafayettecountywi.org,"Lafayette County, WI",blocks basic request and headless browser,allowed,403,bare,cloudflare-challenge,blocked (403),ok,Cloudflare (other sites),cloudflare,yes,2026-08-24
marquettecountywi.gov,"Marquette County, WI",open,allowed,200,www,,ok or not needed,ok,,Microsoft-IIS,,2026-09-09
co.menominee.wi.us,"Menominee County, WI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
ozaukeecounty.gov,"Ozaukee County, WI",open,allowed,200,bare,,ok or not needed,ok,,CivicPlus,,2026-08-18
racinecounty.com,"Racine County, WI",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
co.richland.wi.us,"Richland County, WI",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,,,2026-07-19
co.rock.wi.us,"Rock County, WI",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
co.sauk.wi.us,"Sauk County, WI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
co.walworth.wi.us,"Walworth County, WI",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
boonecountyil.gov,"Boone County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.langlade.wi.us,"Langlade County, WI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
ocontocountywi.gov,"Oconto County, WI",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
stephensoncountyil.gov,"Stephenson County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
wincoil.gov,"Winnebago County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
dekalbcounty.org,"DeKalb County, IL",blocks basic request,allowed,403,bare,denied-403,ok or not needed,ok,Unknown platform on Google Cloud,nginx,,2026-08-18
dupagecounty.gov,"DuPage County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
grundycountyil.gov,"Grundy County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
kendallcountyil.gov,"Kendall County, IL",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
fordcounty.illinois.gov,"Ford County, IL",open,allowed,200,bare,,ok or not needed,ok,,Sucuri,,2026-08-18
iroquoiscountyil.gov,"Iroquois County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-17
livingstoncountyil.gov,"Livingston County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
mcleancountyil.gov,"McLean County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
woodford-county.org,"Woodford County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.cass.il.us,"Cass County, IL",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
christiancountyil.gov,"Christian County, IL",blocks basic request,allowed,403,bare,cloudflare-challenge,ok or not needed,ok,Cloudflare (other sites),cloudflare,yes,2026-08-19
logancountyil.gov,"Logan County, IL",open,allowed,200,bare,,ok or not needed,none,,Apache,,
maconcounty.illinois.gov,"Macon County, IL",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
masoncountyil.gov,"Mason County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
menardcountyil.gov,"Menard County, IL",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
montgomerycountyil.gov,"Montgomery County, IL",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
morgancounty-il.com,"Morgan County, IL",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
moultriecountyil.gov,"Moultrie County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
sangamonil.gov,"Sangamon County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
scottcoil.gov,"Scott County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
shelbycounty-il.gov,"Shelby County, IL",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
tazewell-il.gov,"Tazewell County, IL",open,allowed,200,bare,,ok or not needed,ok,,LiteSpeed,,2026-08-19
adamscountyil.gov,"Adams County, IL",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
browncoil.org,"Brown County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
bureaucounty-il.gov,"Bureau County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
calhouncountyil.gov,"Calhoun County, IL",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
fultoncountyil.gov,"Fulton County, IL",open,allowed,200,bare,,ok or not needed,ok,,LiteSpeed,,2026-08-18
greenecountyil.org,"Greene County, IL",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
henrycty.com,"Henry County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
knoxcountyil.gov,"Knox County, IL",blocks basic request,allowed,403,bare,cloudflare-challenge,ok or not needed,ok,Cloudflare (other sites),cloudflare,yes,2026-08-18
marshallcountyillinois.gov,"Marshall County, IL",open,allowed,200,bare,,ok or not needed,ok,,LiteSpeed,,2026-08-18
mcg.mcdonough.il.us,"McDonough County, IL",open,allowed,200,bare-http,,ok or not needed,ok,,Apache,,2026-09-09
peoriacounty.gov,"Peoria County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
pikecountyil.org,"Pike County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-11
putnamil.gov,"Putnam County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
schuylercounty.org,"Schuyler County, IL",open,allowed,200,bare,,ok or not needed,ok,,Flywheel,,2026-08-17
starkco.illinois.gov,"Stark County, IL",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
warrencountyil.gov,"Warren County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
jerseycounty-il.gov,"Jersey County, IL",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
macoupincountyil.gov,"Macoupin County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
madisoncountyil.gov,"Madison County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
alexandercounty.illinois.gov,"Alexander County, IL",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
clintonco.illinois.gov,"Clinton County, IL",open,allowed,307,bare,,ok or not needed,ok,,Sucuri,,2026-08-18
jacksoncounty-il.gov,"Jackson County, IL",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
massaccountyil.gov,"Massac County, IL",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
perrycountyil.gov,"Perry County, IL",blocks basic request,allowed,202,bare,captcha-challenge,ok or not needed,ok,SiteGround captcha,nginx,,2026-08-18
pulaskicountyil.net,"Pulaski County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
randolphcountyil.gov,"Randolph County, IL",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
co.st-clair.il.us,"Saint Clair County, IL",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
unioncountyil.gov,"Union County, IL",blocks basic request,allowed,202,bare,captcha-challenge,ok or not needed,ok,SiteGround captcha,nginx,,2026-08-18
washingtonco.illinois.gov,"Washington County, IL",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
williamsoncountyil.gov,"Williamson County, IL",blocks basic request,allowed,202,bare,captcha-challenge,ok or not needed,ok,SiteGround captcha,nginx,,2026-08-18
crittendencountyky.org,"Crittenden County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
